PolParty,PolViews,Race,Gender,HighestDegree,Age,Children,MaritalStatus,LaborForceStatus
Democrat,Liberal,White,Female,HighSchool,41,2,Married,FullTime
Republican,Moderate,White,Male,Bachelor,39,2,Married,FullTime
Republican,Conservative,White,Male,HighSchool,42,2,Married,FullTime
Independent,Moderate,White,Male,HighSchool,49,6,Divorced,UnemplLaidoff
Democrat,Liberal,White,Female,HighSchool,50,0,Married,FullTime
Democrat,Liberal,White,Male,HighSchool,54,2,Married,PartTime
Independent,Liberal,White,Female,HighSchool,43,1,Married,FullTime
Independent,Liberal,White,Female,HighSchool,22,0,NeverMarried,FullTime
Independent,Conservative,White,Female,HighSchool,37,2,NeverMarried,FullTime
Independent,Moderate,White,Female,Bachelor,37,2,Married,FullTime
Republican,Conservative,White,Male,Bachelor,30,0,NeverMarried,FullTime
Independent,Conservative,Other,Female,HighSchool,55,3,Married,FullTime
Democrat,Moderate,Other,Female,JrCol,46,2,Divorced,Unempl
Independent,Liberal,White,Female,HighSchool,27,0,Married,FullTime
Republican,Moderate,White,Male,HighSchool,65,3,Divorced,FullTime
Democrat,Conservative,White,Male,HighSchool,65,2,Married,FullTime
Republican,Moderate,White,Female,HighSchool,70,4,Married,Retired
Democrat,Liberal,White,Male,Bachelor,27,0,NeverMarried,FullTime
Democrat,Liberal,White,Male,Bachelor,33,0,Married,FullTime
Independent,Liberal,White,Male,Graduate,37,1,Married,FullTime
Republican,Conservative,White,Female,Bachelor,23,0,NeverMarried,FullTime
Independent,Conservative,White,Male,Bachelor,64,2,Divorced,PartTime
Republican,Conservative,White,Male,Graduate,29,0,NeverMarried,FullTime
Republican,Moderate,White,Female,Bachelor,43,0,Married,FullTime
Republican,Conservative,White,Female,Bachelor,45,0,NeverMarried,Unempl
Republican,Conservative,White,Female,Bachelor,64,0,Married,Retired
Democrat,Liberal,White,Male,HighSchool,76,6,Divorced,Retired
Republican,Conservative,White,Male,Bachelor,47,0,Divorced,FullTime
Independent,Moderate,White,Female,HighSchool,21,0,Married,PartTime
Independent,Moderate,White,Male,HighSchool,36,2,Divorced,FullTime
Democrat,Moderate,White,Female,Bachelor,39,2,Married,FullTime
Independent,Moderate,White,Male,Bachelor,30,2,Married,FullTime
Democrat,Liberal,Black,Female,HighSchool,53,3,Married,FullTime
Democrat,Moderate,White,Male,HighSchool,47,1,NeverMarried,FullTime
Independent,Moderate,White,Male,Bachelor,34,0,NeverMarried,FullTime
Independent,Conservative,Black,Female,SomeHS,58,4,Divorced,Retired
Republican,Conservative,White,Male,SomeHS,64,0,NeverMarried,Retired
Independent,Moderate,White,Male,SomeHS,30,2,NeverMarried,FullTime
Democrat,Liberal,White,Female,HighSchool,52,2,Married,FullTime
Independent,Moderate,White,Male,HighSchool,72,4,Married,Retired
Independent,Liberal,White,Male,HighSchool,51,0,Married,FullTime
Independent,Moderate,Other,Male,Graduate,39,2,Married,FullTime
Independent,Moderate,White,Female,HighSchool,49,2,Separated,FullTime
Independent,Moderate,Black,Female,HighSchool,22,0,NeverMarried,PartTime
Democrat,Moderate,Black,Male,HighSchool,33,2,NeverMarried,FullTime
Democrat,Moderate,Black,Female,Bachelor,69,3,Married,Retired
Independent,Moderate,Other,Female,Graduate,48,2,Married,FullTime
Independent,Conservative,White,Female,HighSchool,28,2,NeverMarried,FullTime
Independent,Liberal,White,Female,Graduate,66,5,Divorced,FullTime
Republican,Conservative,White,Female,HighSchool,55,3,Married,PartTime
Republican,Moderate,White,Female,JrCol,45,1,Divorced,FullTime
Democrat,Liberal,White,Male,Bachelor,51,2,Divorced,FullTime
Democrat,Moderate,Black,Female,HighSchool,55,3,Married,FullTime
Independent,Conservative,Black,Male,SomeHS,39,8,Married,StayAtHome
Democrat,Moderate,Black,Female,HighSchool,53,1,NeverMarried,FullTime
Independent,Moderate,White,Male,HighSchool,67,0,Married,Retired
Independent,Liberal,Black,Female,SomeHS,37,4,Separated,FullTime
Republican,Conservative,White,Female,HighSchool,20,1,NeverMarried,InSchool
Republican,Conservative,White,Female,HighSchool,64,2,Married,PartTime
Independent,Moderate,White,Female,HighSchool,56,0,Married,Retired
Independent,Moderate,White,Male,SomeHS,26,1,NeverMarried,UnemplLaidoff
Independent,Moderate,White,Female,HighSchool,81,2,Widowed,FullTime
Democrat,Moderate,White,Male,HighSchool,67,2,Widowed,Retired
Independent,Moderate,White,Female,HighSchool,53,0,NeverMarried,FullTime
Independent,Conservative,White,Female,HighSchool,39,3,Married,FullTime
Democrat,Liberal,Other,Male,HighSchool,38,2,Married,FullTime
Independent,Conservative,White,Female,JrCol,89,0,Widowed,Retired
Independent,Moderate,White,Female,SomeHS,53,8,Separated,FullTime
Independent,Liberal,Other,Female,SomeHS,60,7,Married,FullTime
Independent,Moderate,White,Female,HighSchool,22,0,Married,FullTime
Independent,Moderate,Black,Male,HighSchool,49,3,Separated,PartTime
Independent,Conservative,White,Female,JrCol,59,2,Married,FullTime
Independent,Moderate,White,Female,HighSchool,33,2,Married,StayAtHome
Republican,Conservative,Other,Male,JrCol,33,0,Married,FullTime
Independent,Moderate,Other,Female,SomeHS,34,4,Divorced,PartTime
Independent,Conservative,White,Female,SomeHS,55,3,NeverMarried,PartTime
Independent,Moderate,White,Female,HighSchool,29,2,Married,PartTime
Independent,Conservative,Black,Male,Bachelor,51,3,Married,FullTime
Republican,Moderate,Other,Female,HighSchool,26,2,NeverMarried,InSchool
Democrat,Moderate,White,Female,SomeHS,79,7,Married,Retired
Independent,Liberal,White,Male,HighSchool,24,0,NeverMarried,InSchool
Independent,Moderate,White,Female,SomeHS,22,1,NeverMarried,StayAtHome
Republican,Moderate,White,Male,HighSchool,26,1,Divorced,FullTime
Republican,Moderate,White,Male,HighSchool,44,0,NeverMarried,FullTime
Republican,Conservative,White,Male,Bachelor,55,2,Married,FullTime
Republican,Conservative,White,Female,Bachelor,65,2,Married,Retired
Republican,Conservative,White,Female,Graduate,58,2,Married,Retired
Independent,Liberal,White,Female,HighSchool,20,0,NeverMarried,PartTime
Independent,Moderate,Black,Male,JrCol,37,2,NeverMarried,InSchool
Democrat,Liberal,Black,Female,HighSchool,32,1,NeverMarried,FullTime
Republican,Conservative,White,Male,Graduate,58,0,Married,FullTime
Independent,Conservative,White,Male,Graduate,57,0,Married,FullTime
Democrat,Moderate,White,Female,Bachelor,74,3,Widowed,Retired
Independent,Conservative,Other,Male,Graduate,67,1,Married,Retired
Democrat,Liberal,White,Male,Graduate,27,0,NeverMarried,FullTime
Independent,Conservative,White,Female,JrCol,55,2,Divorced,UnemplLaidoff
Independent,Conservative,Other,Male,HighSchool,45,2,Married,FullTime
Democrat,Liberal,Other,Female,HighSchool,42,2,NeverMarried,FullTime
Independent,Liberal,Other,Female,HighSchool,21,0,Married,FullTime
Republican,Conservative,White,Male,HighSchool,28,1,Separated,FullTime
Democrat,Liberal,White,Female,JrCol,25,0,NeverMarried,FullTime
Democrat,Liberal,White,Male,Bachelor,71,2,Widowed,Retired
Independent,Moderate,Other,Female,HighSchool,46,3,Divorced,FullTime
Republican,Liberal,White,Female,HighSchool,26,2,Married,FullTime
Independent,Moderate,White,Male,Graduate,71,2,Married,Retired
Republican,Conservative,White,Female,HighSchool,65,0,Married,FullTime
Independent,Moderate,Other,Male,HighSchool,35,2,Separated,FullTime
Republican,Conservative,White,Female,HighSchool,88,2,Widowed,Retired
Independent,Conservative,White,Male,Bachelor,37,1,Married,FullTime
Republican,Conservative,White,Female,Bachelor,46,3,Married,StayAtHome
Republican,Conservative,White,Female,Bachelor,55,3,Married,FullTime
Independent,Conservative,White,Female,Graduate,48,1,Divorced,FullTime
Republican,Moderate,White,Female,HighSchool,36,4,Divorced,StayAtHome
Independent,Moderate,White,Male,HighSchool,25,0,NeverMarried,FullTime
Independent,Liberal,Other,Male,Graduate,37,0,Married,FullTime
Independent,Moderate,White,Female,SomeHS,59,4,Married,FullTime
Independent,Moderate,White,Female,Graduate,61,0,NeverMarried,FullTime
Democrat,Conservative,White,Male,JrCol,61,0,NeverMarried,StayAtHome
Republican,Liberal,White,Female,HighSchool,25,0,Divorced,PartTime
Democrat,Liberal,White,Male,Graduate,63,0,NeverMarried,PartTime
Democrat,Moderate,White,Female,HighSchool,54,2,Divorced,FullTime
Democrat,Moderate,White,Male,SomeHS,39,4,Married,FullTime
Republican,Conservative,White,Female,SomeHS,69,6,Separated,Retired
Independent,Moderate,White,Female,HighSchool,28,0,Married,StayAtHome
Republican,Conservative,White,Female,HighSchool,29,3,Married,StayAtHome
Republican,Conservative,White,Female,HighSchool,85,4,Married,Retired
Independent,Conservative,Other,Female,SomeHS,31,1,NeverMarried,FullTime
Independent,Liberal,White,Female,Graduate,34,3,Separated,PartTime
Independent,Moderate,White,Female,SomeHS,37,4,NeverMarried,StayAtHome
Independent,Conservative,Other,Female,SomeHS,46,5,Married,StayAtHome
Democrat,Moderate,Other,Female,HighSchool,30,0,NeverMarried,StayAtHome
Independent,Moderate,White,Female,HighSchool,75,2,Divorced,Retired
Independent,Liberal,Other,Male,SomeHS,55,3,Married,FullTime
Independent,Liberal,White,Male,Graduate,48,2,Married,FullTime
Republican,Moderate,White,Male,HighSchool,82,3,Divorced,Retired
Democrat,Liberal,White,Male,SomeHS,53,0,Separated,Retired
Independent,Liberal,White,Female,SomeHS,32,2,Married,StayAtHome
Independent,Moderate,Other,Female,HighSchool,32,2,Married,StayAtHome
Independent,Moderate,White,Female,HighSchool,31,4,NeverMarried,FullTime
Republican,Conservative,Other,Female,HighSchool,25,2,NeverMarried,FullTime
Independent,Liberal,Other,Female,SomeHS,44,4,Separated,PartTime
Independent,Conservative,White,Male,SomeHS,54,3,Divorced,Retired
Democrat,Moderate,White,Female,HighSchool,30,2,Married,StayAtHome
Republican,Moderate,White,Male,HighSchool,76,5,Married,Retired
Independent,Moderate,White,Male,SomeHS,33,0,NeverMarried,FullTime
Independent,Moderate,White,Male,HighSchool,26,2,Married,FullTime
Independent,Moderate,Other,Male,HighSchool,26,3,NeverMarried,InSchool
Democrat,Conservative,White,Female,SomeHS,18,0,NeverMarried,StayAtHome
Democrat,Moderate,White,Male,HighSchool,61,3,Widowed,Retired
Republican,Conservative,White,Female,Bachelor,36,2,Married,FullTime
Independent,Liberal,White,Male,SomeHS,33,3,Married,Unempl
Independent,Moderate,White,Female,HighSchool,65,1,Widowed,StayAtHome
Independent,Moderate,White,Female,SomeHS,50,4,Divorced,StayAtHome
Independent,Moderate,White,Female,SomeHS,48,6,Married,StayAtHome
Democrat,Moderate,Other,Male,SomeHS,80,3,Divorced,Retired
Independent,Conservative,White,Female,HighSchool,80,1,Married,Retired
Republican,Conservative,White,Female,HighSchool,70,2,Married,PartTime
Democrat,Liberal,White,Female,HighSchool,76,3,Widowed,Retired
Democrat,Liberal,White,Female,HighSchool,69,0,Divorced,FullTime
Republican,Conservative,White,Male,Bachelor,47,2,Married,FullTime
Democrat,Conservative,White,Male,JrCol,68,2,Married,PartTime
Republican,Conservative,White,Female,HighSchool,79,2,Widowed,Retired
Republican,Conservative,White,Female,Bachelor,67,1,Divorced,Retired
Democrat,Moderate,White,Female,HighSchool,62,0,NeverMarried,UnemplLaidoff
Independent,Moderate,White,Female,HighSchool,58,2,Divorced,Retired
Democrat,Liberal,White,Female,HighSchool,19,0,NeverMarried,InSchool
Democrat,Liberal,White,Male,Bachelor,35,3,Married,FullTime
Republican,Conservative,White,Female,HighSchool,36,0,NeverMarried,PartTime
Democrat,Conservative,White,Male,HighSchool,86,2,Married,FullTime
Republican,Conservative,White,Female,HighSchool,63,1,Married,FullTime
Democrat,Liberal,White,Male,HighSchool,22,0,NeverMarried,PartTime
Democrat,Moderate,White,Female,JrCol,23,0,NeverMarried,InSchool
Democrat,Liberal,White,Female,HighSchool,19,0,NeverMarried,InSchool
Democrat,Moderate,White,Female,Bachelor,51,3,Married,PartTime
Independent,Conservative,White,Male,SomeHS,82,0,Married,Retired
Independent,Liberal,White,Male,JrCol,27,0,NeverMarried,InSchool
Independent,Conservative,White,Male,HighSchool,68,2,Married,Retired
Democrat,Liberal,White,Female,HighSchool,23,0,NeverMarried,InSchool
Independent,Moderate,White,Male,HighSchool,38,2,Married,FullTime
Democrat,Liberal,White,Female,Graduate,65,2,Married,InSchool
Independent,Moderate,White,Male,HighSchool,72,5,Widowed,Retired
Democrat,Moderate,White,Male,SomeHS,80,4,Widowed,Retired
Independent,Conservative,White,Female,HighSchool,34,2,Married,FullTime
Democrat,Moderate,Other,Female,HighSchool,57,4,Married,UnemplLaidoff
Republican,Liberal,White,Male,Bachelor,61,0,NeverMarried,FullTime
Independent,Liberal,Other,Male,HighSchool,53,3,Married,StayAtHome
Independent,Conservative,White,Male,HighSchool,79,1,Married,Retired
Democrat,Liberal,White,Female,SomeHS,46,0,Divorced,PartTime
Independent,Conservative,White,Female,JrCol,45,2,Married,StayAtHome
Independent,Moderate,White,Female,SomeHS,50,2,Divorced,StayAtHome
Republican,Liberal,White,Male,HighSchool,63,2,Divorced,FullTime
Democrat,Liberal,White,Female,HighSchool,38,0,NeverMarried,FullTime
Independent,Liberal,Black,Female,HighSchool,51,3,Divorced,InSchool
Independent,Liberal,White,Female,Bachelor,62,2,Widowed,FullTime
Independent,Liberal,White,Male,HighSchool,47,2,Divorced,StayAtHome
Independent,Moderate,White,Female,HighSchool,29,2,NeverMarried,FullTime
Democrat,Liberal,White,Female,JrCol,37,1,Divorced,UnemplLaidoff
Democrat,Liberal,White,Male,JrCol,39,1,Married,FullTime
Democrat,Liberal,White,Female,Bachelor,46,2,Divorced,FullTime
Democrat,Moderate,White,Male,JrCol,55,0,NeverMarried,FullTime
Democrat,Liberal,White,Male,HighSchool,27,0,NeverMarried,FullTime
Independent,Moderate,White,Female,HighSchool,71,2,Married,Retired
Independent,Liberal,White,Female,SomeHS,74,5,Widowed,Retired
Democrat,Liberal,White,Female,SomeHS,18,0,NeverMarried,InSchool
Independent,Moderate,White,Female,HighSchool,67,1,Widowed,Retired
Independent,Liberal,White,Male,JrCol,49,3,Married,FullTime
Republican,Conservative,White,Male,HighSchool,74,4,Divorced,PartTime
Democrat,Conservative,White,Male,SomeHS,67,2,Married,FullTime
Democrat,Moderate,White,Male,HighSchool,36,0,NeverMarried,FullTime
Independent,Liberal,White,Female,HighSchool,21,0,NeverMarried,FullTime
Independent,Moderate,White,Male,HighSchool,21,0,NeverMarried,PartTime
Republican,Conservative,White,Female,Bachelor,43,0,NeverMarried,FullTime
Independent,Moderate,White,Male,SomeHS,41,3,Married,FullTime
Democrat,Liberal,White,Male,SomeHS,44,3,Married,FullTime
Republican,Moderate,White,Male,SomeHS,18,0,NeverMarried,PartTime
Independent,Conservative,Other,Female,SomeHS,73,4,Divorced,PartTime
Independent,Moderate,White,Female,HighSchool,38,1,Married,StayAtHome
Democrat,Moderate,White,Male,HighSchool,87,2,Married,Retired
Independent,Liberal,White,Female,HighSchool,31,2,Married,FullTime
Republican,Moderate,White,Male,JrCol,37,3,Married,FullTime
Republican,Moderate,White,Male,HighSchool,24,2,Married,FullTime
Independent,Conservative,White,Male,Graduate,32,2,Married,FullTime
Republican,Conservative,White,Male,Graduate,50,8,Married,FullTime
Independent,Moderate,White,Female,SomeHS,20,0,NeverMarried,InSchool
Republican,Liberal,White,Female,HighSchool,71,3,Divorced,Retired
Republican,Moderate,White,Female,Graduate,88,1,Widowed,Retired
Independent,Conservative,Other,Female,HighSchool,56,3,Separated,UnemplLaidoff
Independent,Liberal,White,Male,Graduate,56,2,Married,FullTime
Democrat,Liberal,White,Female,JrCol,49,3,Married,UnemplLaidoff
Republican,Conservative,White,Male,JrCol,48,2,Married,FullTime
Democrat,Conservative,White,Male,HighSchool,59,2,Married,FullTime
Independent,Moderate,White,Female,SomeHS,82,2,Widowed,Retired
Republican,Conservative,White,Female,JrCol,65,3,Married,Unempl
Republican,Conservative,Other,Female,HighSchool,79,4,Married,Retired
Republican,Conservative,White,Male,HighSchool,49,2,Married,FullTime
Democrat,Moderate,White,Female,HighSchool,36,4,Married,FullTime
Independent,Conservative,Black,Male,Graduate,55,5,Married,FullTime
Independent,Liberal,White,Male,HighSchool,59,1,Divorced,Retired
Democrat,Liberal,White,Female,Graduate,52,3,Married,PartTime
Democrat,Liberal,White,Female,Graduate,74,0,NeverMarried,Retired
Republican,Conservative,White,Male,Bachelor,33,1,Married,FullTime
Independent,Moderate,White,Male,Bachelor,44,2,Married,FullTime
Republican,Conservative,White,Female,JrCol,32,1,Married,PartTime
Independent,Liberal,White,Female,Graduate,39,1,Married,StayAtHome
Democrat,Moderate,Black,Female,Bachelor,39,1,Divorced,FullTime
Republican,Conservative,White,Female,Graduate,54,2,Married,StayAtHome
Democrat,Liberal,White,Female,Bachelor,71,2,Married,Retired
Democrat,Moderate,Black,Female,HighSchool,35,0,NeverMarried,FullTime
Republican,Conservative,Other,Male,HighSchool,38,4,Married,FullTime
Democrat,Moderate,White,Female,HighSchool,52,0,Divorced,FullTime
Democrat,Moderate,White,Female,SomeHS,73,3,Married,PartTime
Republican,Conservative,White,Female,HighSchool,75,2,Widowed,Retired
Republican,Moderate,White,Male,HighSchool,46,3,Divorced,FullTime
Republican,Conservative,White,Female,HighSchool,37,3,Divorced,Unempl
Republican,Moderate,White,Female,HighSchool,84,0,Widowed,StayAtHome
Republican,Moderate,White,Female,SomeHS,55,2,Married,StayAtHome
Independent,Conservative,White,Male,HighSchool,73,3,Widowed,Retired
Republican,Conservative,White,Male,HighSchool,41,2,Married,FullTime
Democrat,Liberal,White,Female,HighSchool,51,3,Divorced,UnemplLaidoff
Republican,Conservative,White,Male,HighSchool,65,3,Divorced,Retired
Democrat,Conservative,White,Female,HighSchool,71,2,Widowed,Retired
Republican,Moderate,White,Female,HighSchool,32,2,Divorced,FullTime
Democrat,Moderate,Black,Female,HighSchool,43,2,NeverMarried,FullTime
Independent,Moderate,White,Female,HighSchool,46,3,Divorced,FullTime
Democrat,Moderate,White,Female,HighSchool,75,2,Married,PartTime
Democrat,Moderate,Black,Female,HighSchool,54,0,Divorced,FullTime
Democrat,Conservative,Black,Female,SomeHS,52,1,NeverMarried,PartTime
Independent,Liberal,White,Male,HighSchool,21,0,NeverMarried,PartTime
Republican,Moderate,Other,Male,Graduate,32,0,NeverMarried,FullTime
Republican,Conservative,White,Female,HighSchool,36,4,Married,FullTime
Republican,Moderate,White,Female,HighSchool,80,6,Married,StayAtHome
Independent,Moderate,White,Female,HighSchool,54,3,Married,StayAtHome
Independent,Liberal,White,Male,SomeHS,63,3,Divorced,FullTime
Republican,Conservative,White,Male,HighSchool,53,3,NeverMarried,FullTime
Independent,Liberal,White,Female,SomeHS,62,4,Widowed,StayAtHome
Independent,Conservative,White,Female,SomeHS,61,3,Married,FullTime
Independent,Moderate,White,Female,HighSchool,75,1,Married,Retired
Democrat,Moderate,White,Male,HighSchool,65,2,Married,PartTime
Republican,Conservative,White,Female,HighSchool,70,3,Married,Retired
Independent,Moderate,White,Male,SomeHS,78,4,Widowed,Retired
Independent,Conservative,White,Female,HighSchool,35,2,Married,StayAtHome
Republican,Conservative,White,Male,JrCol,70,2,Married,Retired
Republican,Moderate,White,Female,HighSchool,32,4,Married,StayAtHome
Republican,Conservative,White,Male,HighSchool,78,5,Married,Retired
Independent,Moderate,White,Female,HighSchool,86,6,Widowed,Retired
Democrat,Moderate,White,Male,HighSchool,59,1,Married,FullTime
Independent,Moderate,White,Male,HighSchool,27,0,NeverMarried,StayAtHome
Independent,Conservative,White,Male,HighSchool,60,2,Married,FullTime
Independent,Moderate,White,Female,HighSchool,23,2,NeverMarried,FullTime
Independent,Moderate,White,Male,HighSchool,61,0,Married,FullTime
Democrat,Moderate,White,Male,HighSchool,65,1,Divorced,Retired
Independent,Moderate,White,Male,HighSchool,51,1,Married,FullTime
Republican,Moderate,White,Male,HighSchool,38,0,Divorced,FullTime
Independent,Conservative,White,Male,Bachelor,39,0,Married,FullTime
Independent,Moderate,White,Female,HighSchool,25,2,Divorced,Unempl
Democrat,Conservative,White,Male,Bachelor,30,0,NeverMarried,FullTime
Independent,Conservative,Other,Male,HighSchool,30,0,NeverMarried,PartTime
Republican,Conservative,White,Male,Bachelor,36,3,Married,FullTime
Independent,Moderate,White,Male,HighSchool,35,2,Divorced,PartTime
Independent,Liberal,White,Male,Bachelor,27,0,NeverMarried,FullTime
Democrat,Conservative,White,Male,SomeHS,75,5,Widowed,Retired
Independent,Moderate,White,Female,Bachelor,31,3,Divorced,FullTime
Democrat,Conservative,Black,Female,Bachelor,41,2,Divorced,FullTime
Republican,Conservative,White,Male,HighSchool,71,2,Married,Retired
Independent,Conservative,White,Female,SomeHS,80,6,Widowed,StayAtHome
Democrat,Liberal,White,Male,HighSchool,37,0,Widowed,FullTime
Republican,Conservative,White,Male,Graduate,44,4,Married,FullTime
Republican,Conservative,White,Female,Bachelor,33,3,Married,StayAtHome
Independent,Moderate,White,Female,HighSchool,25,2,NeverMarried,UnemplLaidoff
Democrat,Liberal,White,Female,Bachelor,26,0,NeverMarried,FullTime
Independent,Moderate,White,Male,HighSchool,36,3,Divorced,FullTime
Democrat,Moderate,White,Male,SomeHS,86,3,Married,Retired
Democrat,Moderate,White,Female,HighSchool,72,3,Married,FullTime
Democrat,Moderate,Other,Female,JrCol,36,7,NeverMarried,StayAtHome
Independent,Liberal,White,Male,SomeHS,64,0,NeverMarried,PartTime
Democrat,Liberal,Other,Female,HighSchool,49,4,Married,StayAtHome
Democrat,Moderate,White,Female,HighSchool,87,4,Widowed,Retired
Independent,Conservative,Other,Female,SomeHS,52,5,Married,StayAtHome
Independent,Moderate,Other,Female,HighSchool,24,3,NeverMarried,UnemplLaidoff
Democrat,Conservative,White,Male,HighSchool,61,1,Married,FullTime
Democrat,Liberal,Other,Female,HighSchool,32,0,NeverMarried,StayAtHome
Republican,Conservative,White,Male,HighSchool,42,3,Married,FullTime
Democrat,Moderate,White,Female,SomeHS,89,7,Widowed,Retired
Republican,Conservative,White,Female,HighSchool,59,6,Widowed,PartTime
Independent,Moderate,White,Male,SomeHS,73,3,Married,PartTime
Republican,Moderate,White,Male,HighSchool,48,2,Married,FullTime
Republican,Moderate,White,Female,HighSchool,21,1,NeverMarried,StayAtHome
Independent,Moderate,White,Female,HighSchool,26,4,Married,PartTime
Republican,Conservative,White,Female,HighSchool,74,4,Divorced,PartTime
Democrat,Liberal,White,Female,Bachelor,69,2,Widowed,StayAtHome
Independent,Liberal,White,Female,HighSchool,59,2,Married,FullTime
Democrat,Liberal,White,Male,HighSchool,56,1,Married,FullTime
Democrat,Liberal,White,Male,Graduate,60,4,Married,FullTime
Independent,Moderate,White,Female,HighSchool,54,1,NeverMarried,PartTime
Independent,Moderate,White,Female,HighSchool,34,3,NeverMarried,FullTime
Republican,Conservative,White,Female,HighSchool,35,1,Married,FullTime
Republican,Conservative,White,Female,Bachelor,61,3,Divorced,FullTime
Democrat,Liberal,White,Male,Graduate,79,2,Married,PartTime
Democrat,Moderate,White,Female,HighSchool,78,6,Married,StayAtHome
Independent,Conservative,White,Female,HighSchool,33,2,Married,InSchool
Independent,Moderate,White,Male,HighSchool,39,0,NeverMarried,FullTime
Democrat,Liberal,White,Male,JrCol,36,0,NeverMarried,PartTime
Independent,Moderate,White,Female,HighSchool,32,0,NeverMarried,InSchool
Democrat,Moderate,White,Female,HighSchool,74,2,Divorced,PartTime
Democrat,Conservative,White,Female,HighSchool,61,3,Divorced,FullTime
Independent,Moderate,White,Male,Bachelor,29,1,NeverMarried,FullTime
Republican,Conservative,White,Male,Bachelor,32,2,Married,FullTime
Independent,Moderate,White,Female,HighSchool,32,0,Separated,UnemplLaidoff
Democrat,Liberal,White,Female,HighSchool,29,4,Married,StayAtHome
Independent,Liberal,White,Female,Graduate,46,0,Married,FullTime
Democrat,Moderate,White,Female,HighSchool,28,0,NeverMarried,FullTime
Independent,Conservative,White,Male,Bachelor,47,2,Divorced,FullTime
Democrat,Liberal,White,Male,HighSchool,26,0,NeverMarried,FullTime
Republican,Conservative,White,Female,HighSchool,79,3,Married,Retired
Republican,Conservative,White,Female,Bachelor,39,2,Married,FullTime
Independent,Moderate,White,Female,HighSchool,79,5,Married,Retired
Democrat,Moderate,White,Female,JrCol,57,2,Married,PartTime
Republican,Conservative,White,Female,Bachelor,82,5,Widowed,StayAtHome
Republican,Conservative,White,Male,HighSchool,55,3,Married,FullTime
Democrat,Liberal,White,Male,HighSchool,51,0,NeverMarried,PartTime
Democrat,Liberal,White,Male,HighSchool,73,1,Married,Retired
Republican,Conservative,White,Male,Bachelor,78,3,Married,PartTime
Independent,Liberal,White,Female,Graduate,60,2,Married,Retired
Democrat,Moderate,White,Male,HighSchool,62,4,Married,FullTime
Independent,Liberal,White,Female,HighSchool,44,2,Married,StayAtHome
Independent,Liberal,Black,Female,SomeHS,20,1,Married,StayAtHome
Independent,Moderate,White,Female,SomeHS,62,3,Married,Retired
Republican,Liberal,White,Male,HighSchool,55,0,NeverMarried,FullTime
Republican,Conservative,White,Male,Graduate,71,2,Married,Retired
Democrat,Moderate,White,Male,HighSchool,71,0,Married,Retired
Independent,Moderate,White,Female,Bachelor,33,0,NeverMarried,FullTime
Democrat,Conservative,White,Female,SomeHS,56,2,Married,StayAtHome
Independent,Conservative,White,Female,JrCol,44,2,Married,FullTime
Democrat,Moderate,White,Female,JrCol,51,3,Divorced,UnemplLaidoff
Democrat,Conservative,White,Male,HighSchool,76,2,Married,Retired
Independent,Moderate,White,Male,HighSchool,54,1,Divorced,FullTime
Democrat,Moderate,White,Female,JrCol,56,1,Married,FullTime
Democrat,Conservative,White,Male,HighSchool,89,2,Married,Retired
Republican,Moderate,White,Female,HighSchool,36,2,Married,PartTime
Republican,Moderate,White,Female,Graduate,87,2,Widowed,Retired
Independent,Liberal,White,Female,HighSchool,44,2,Married,FullTime
Democrat,Moderate,White,Male,HighSchool,26,0,Married,FullTime
Independent,Conservative,White,Female,Bachelor,25,1,Married,Unempl
Democrat,Conservative,Other,Female,SomeHS,60,1,Married,FullTime
Democrat,Liberal,Black,Female,HighSchool,47,3,Married,Unempl
Republican,Moderate,White,Female,SomeHS,74,5,Widowed,StayAtHome
Democrat,Moderate,Black,Female,Bachelor,28,1,NeverMarried,FullTime
Democrat,Liberal,Black,Female,SomeHS,54,4,Divorced,Retired
Democrat,Liberal,Black,Female,Graduate,66,1,Widowed,FullTime
Democrat,Liberal,Black,Male,SomeHS,66,2,Divorced,Retired
Independent,Moderate,White,Female,HighSchool,31,4,Divorced,PartTime
Democrat,Conservative,Black,Male,HighSchool,44,2,Married,PartTime
Republican,Conservative,White,Male,HighSchool,45,2,Married,FullTime
Democrat,Liberal,White,Male,HighSchool,51,1,Divorced,StayAtHome
Democrat,Liberal,Black,Male,HighSchool,23,0,NeverMarried,FullTime
Independent,Liberal,White,Male,HighSchool,33,5,Separated,UnemplLaidoff
Independent,Liberal,White,Male,JrCol,28,0,NeverMarried,FullTime
Democrat,Conservative,White,Male,HighSchool,56,1,Married,FullTime
Independent,Liberal,Other,Male,SomeHS,29,1,NeverMarried,FullTime
Republican,Conservative,White,Female,HighSchool,19,0,NeverMarried,InSchool
Independent,Conservative,White,Female,HighSchool,61,3,Divorced,FullTime
Independent,Liberal,Other,Female,SomeHS,25,4,NeverMarried,FullTime
Democrat,Moderate,White,Male,HighSchool,68,2,Married,Retired
Democrat,Conservative,Black,Female,HighSchool,62,2,NeverMarried,FullTime
Independent,Conservative,White,Male,Bachelor,56,3,Married,FullTime
Democrat,Moderate,Black,Female,HighSchool,52,2,NeverMarried,UnemplLaidoff
Republican,Conservative,Black,Female,HighSchool,39,2,Separated,FullTime
Democrat,Liberal,Black,Female,SomeHS,43,5,Married,FullTime
Independent,Liberal,White,Male,HighSchool,23,0,NeverMarried,FullTime
